,title,author,label
17844,Why Bomb Suspect’s Travels Didn’t Set Off More Scrutiny - The New York Times,"Scott Shane, Julia Preston and Adam Goldman",0
17845,Schumer: ’Lots’ of Democrats Could Beat Trump in 2020 - Breitbart,Pam Key,0
17847,Mysterious Buyer of Trump’s Childhood Home Said to Be From China - The New York Times,Sarah Maslin Nir,0
17848,NASA Aims at an Asteroid Holding Clues to the Solar System’s Roots - The New York Times,Kenneth Chang,0
17849,Judge Aaron Persky Under Fire for Sentencing in Stanford Rape Case - The New York Times,Liam Stack,0
17850,Hillary: Chardonnay Helped Me Get Over the Election Loss - Breitbart,Pam Key,0
17851,Hawaii Lawmakers Ask State to Prepare for North Korea Missile Attack,Ben Kew,0
17852,Amazon to Shelter Homeless in Seattle HQ - Breitbart,Charlie Nash,0
17853,Lawyer for Melania Trump Threatens Defamation Suits Against News Outlets - The New York Times,Sydney Ember,0
17857,At Least 11 U.S. Jewish Centers Get Bomb Threats,Breitbart Jerusalem,0
17860,USA TODAY Equates Steve Bannon with Islamic State Leader,Joel B. Pollak,0
17861,Muslim Americans Speak of Escalating Worries - The New York Times,Richard Pérez-Peña and Laurie Goodstein,0
17862,Turmoil Overshadows First Day of Republican-Controlled Congress - The New York Times,Jennifer Steinhauer and Robert Pear,0
17863,Flooding Compounds Pain of Tragic Summer in Baton Rouge - The New York Times,Campbell Robertson and Alan Blinder,0
17864,Bob Bradley Is Out at Swansea. Round Up the Usual Replacements. - The New York Times,Rory Smith,0
17867,Top U.S. General Praises Iran-Backed Shiite Militias in Mosul as Professional - Breitbart,Edwin Mora,0
17870,"Paul Ryan Calls Donald Trump’s Attack on Judge ‘Racist,’ but Still Backs Him - The New York Times","Jennifer Steinhauer, Jonathan Martin and David M. Herszenhorn",0
17871,"Modi’s Cash Ban Brings Pain, but Corruption-Weary India Grits Its Teeth - The New York Times",Geeta Anand,0
17872,"The Blessed, Cursed Life of Bon Iver - The New York Times",Jon Pareles,0
17873,"Charlotte, Yahoo, U.S. Presidential Race: Your Thursday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
17874,"Dem Rep Clyburn: We Need ’Blazing Guns’ To Save Obamacare, Said Palin Crosshairs Map Was Aiding ’Terrorism’ - Breitbart",Ian Hanchett,0
17877,"Study: St. Louis to Lose 1,000 Jobs After Minimum Wage Increase - Breitbart",Daniel J. Flynn,0
17879,How Not to Be a Networking Leech: Tips for Seeking Professional Advice - The New York Times,Margaret Morford,0
17880,"In France, a Monument Honors the American Flyers of World War I - The New York Times",Richard Rubin,0
17882,Los Zetas Cartel Leader Arrested in Mexican Border State,Cartel Chronicles,0
17883,Mayweather ’Out of Retirement for McGregor’: MMA - Breitbart,AFP,0
17885,"U.S. Presidential Race, Rio Olympics, London: Your Thursday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
17887,"With One Castro Gone, Questions About What the Other Castro Will Do - The New York Times","Victoria Burnett, Randal C. Archibold and Frances Robles",0
17891,Fiat Chrysler Announces Recall of 1.1 Million Autos - The New York Times,Bill Vlasic,0
17892,"Donald Trump’s Jet, a Regular on the Campaign Trail, Isn’t Registered to Fly - The New York Times",Susanne Craig,0
17893,"Al Jarreau, Singer Who Spanned Jazz, Pop and R&ampB Worlds, Dies at 76 - The New York Times",Margalit Fox,0
17894,The Man Who Loathed Pajamas - The New York Times,Jon Caramanica,0
17899,‘It Did Not Stick’: The First Federal Effort to Curb Police Abuse - The New York Times,Sheryl Gay Stolberg,0
17903,Misophonia Sufferers: Scientists May Have Found the Root of Your Pain - The New York Times,Kimiko de Freytas-Tamura,0
17904,Sen. Liz Warren Refuses to Disavow Madonna’s Wish to ’Blow Up the White House’ - Breitbart,Neil W. McCabe,0
17905,Two Candidates Vie for One House Seat (for the Fourth Time) - The New York Times,Jess Bidgood,0
17906,"Obama Designates Two New National Monuments, Protecting 1.65 Million Acres - The New York Times",Coral Davenport,0
17907,Rich People Are Living Longer. That’s Tilting Social Security in Their Favor. - The New York Times,Neil Irwin,0
17909,British Soccer Fan Stabbed Eight Times While Fighting Three Knife-Wielding Terrorists,Dylan Gwinn,0
17910,China Launches 2 Astronauts on Its Longest Space Mission - The New York Times,Jane Perlez,0
17912,17 Injured When Hudson River Ferry Hits Dock in Jersey City - The New York Times,Christopher Mele,0
17913,‘Flags of Our Fathers’ Author Now Doubts His Father Was in Iwo Jima Photo - The New York Times,Michael S. Schmidt,0
17916,Chicago’s Top Prosecutor Minces No Words on His Way Out - The New York Times,Richard Pérez-Peña and Mitch Smith,0
17919,The Chinese Hackers in the Back Office - The New York Times,Nicole Perlroth,0
17920,Why You Will Marry the Wrong Person - The New York Times,Alain de Botton,0
17922,Paul Ryan Ignores Reporters When Asked If He Has Votes to Pass Health Care Bill - Breitbart,Charlie Spiering,0
17924,"Home Runs Are Way, Way Up. So Are the Theories Why. - The New York Times",Tyler Kepner,0
17925,The Two Bibles Donald Trump Used at the Inauguration - The New York Times,Erin McCann,0
17928,California Today: Some Opt to Pass on Thanksgiving Politics - The New York Times,Mike McPhate,0
17929,"‘Veep’ and ‘Game of Thrones’ Echo Our Politics, as Farce and Tragedy - The New York Times",James Poniewozik,0
17930,"Apple’s New MacBook Pro: Fast and Light, but Not for Everyone - The New York Times",Brian X. Chen,0
17931,Trump Nominates Judge Neil Gorsuch to Supreme Court - Breitbart,Ken Klukowski,0
17933,Obama to Veto Bill Allowing 9/11 Lawsuits Against Saudi Arabia - The New York Times,Julie Hirschfeld Davis,0
17934,Donald Trump Plans ‘Direct’ Speech to Muslims About Radical Islamic Terror,Charlie Spiering,0
17936,A Chinese Mystery: Who Owns a Firm on a Global Shopping Spree? - The New York Times,Michael Forsythe and Jonathan Ansfield,0
17938,Drummer Defends Stanford Student Convicted in Rape Case. Her Band Pays a Price. - The New York Times,Sarah Maslin Nir,0
17939,Yahoo’s Suitors Uncover Few Financial Details - The New York Times,Vindu Goel and Michael J. de la Merced,0
17940,Ann Coulter: Rome Burns - Nero Worries About Pyrophobia,Ann Coulter,0
17942,Syrians Reports: Israeli Drone Strike Kills Pro-Assad Militia Member - Breitbart,Breitbart Jerusalem,0
17943,"Hurricane Matthew Avoids Direct Hit on Florida, Continues North - The New York Times",,0
17945,House GOP Now Eyeing Repeal of Gun Ban for Military Veterans - Breitbart,AWR Hawkins,0
17946,Judicial Watch President Fitton: Comey Memos Need to Be Made Public,Dan Riehl,0
17947,Friday Mailbag: No More Politics. Just Kidding. - The New York Times,Liz Spayd with Evan Gershkovich,0
17949,US Woman’s Soccer Player Rapinoe Won’t Stop Speaking Out on Social Issues - Breitbart,Warner Todd Huston,0
17950,F.B.I. Papers Offer Closer Look at Hillary Clinton Email Inquiry - The New York Times,Eric Lichtblau and Adam Goldman,0
17951,Trump Budget Proposal Reflects Working-Class Resentment of the Poor - The New York Times,Eduardo Porter,0
17953,Speaker Ryan’s Obamacare-Lite Plan Primer - Breitbart,Sean Moran,0
17956,Paul Ryan Calls for Facts After Comey Memo: People ‘Want to Hurt the President”,Charlie Spiering,0
17963,WATCH: Gunfire Rattles Tehran as Drone Buzzes Iranian Capital,Breitbart Jerusalem,0
17964,The 21 Questions You’re Going to Need to Ask About Investment Fees - The New York Times,Ron Lieber,0
17965,Lawsuit Claims San Francisco State University Exhibits ‘Pattern of Anti-Jewish Animus’,Breitbart Jerusalem,0
17974,Biden Hints at U.S. Response to Russia for Cyberattacks - The New York Times,David E. Sanger,0
17979,Report: Almost Half of Germans Agree With Israel-Centric Anti-Semitism,Simon Kent,0
17984,"Donald Trump Appears to Soften Stance on Immigration, but Not on Abortion - The New York Times",Julie Hirschfeld Davis,0
17985,"In John Kerry’s Mideast Speech, a Clash of Policies and Personalities - The New York Times",Peter Baker,0
17988,Steven Mnuchin Is Confirmed as Treasury Secretary - The New York Times,Alan Rappeport,0
17991,Limbaugh: Democratic Party ’Has Become the Largest Hate Group in This Country’ - Breitbart,Jeff Poor,0
17992,"With Koch Brothers Academy, Conservatives Settle In for Long War - The New York Times",Ashley Parker and Maggie Haberman,0
17993,"California Today: Airbnb, a Hometown Success (and Villain) - The New York Times",,0
17994,"Prince Harry Denounces Media Coverage of His Girlfriend, Meghan Markle - The New York Times",Steven Erlanger,0
17995,"Young Blacks Voice Skepticism on Hillary Clinton, Worrying Democrats - The New York Times",Jonathan Martin,0
17998,"Andy Murray, No. 1 and Newly Knighted, Still Has Room for More - The New York Times",Christopher Clarey,0
17999,Westchester County Reacts to Possible Indian Point Shutdown - The New York Times,Lisa W. Foderaro,0
18001,Mulvaney: Trump’s Willing to Sign a Government Spending Bill That Doesn’t Include Border Wall Money - Breitbart,Ian Hanchett,0
18002,Naomie Harris: A Chameleon on Screen and Off - The New York Times,Bee Shapiro,0
18003,Rutgers Professor Launches Effort to Oppose President Donald Trump’s ’Election Integrity’ Commission,Warner Todd Huston,0
18012,Fox News: Senior Obama Intelligence Official Unmasked Trump Associates - Breitbart,Neil W. McCabe,0
18014,Man Is Shot in Charlotte as Unrest Stretches to Second Night - The New York Times,Richard Fausset and Alan Blinder,0
18016,"In Office Horror Movies, the Companies Operate in the Red - The New York Times",Mekado Murphy,0
18017,‘Leave’ Takes the Lead as Britain Awaits Outcome of E.U. Referendum - The New York Times,Sewell Chan,0
18018,11 Photos that Show the Human Rights Failures of Obama’s Cuba Policy - Breitbart,Frances Martel,0
18020,MILO: Women Who Have Abortions Become Suicidal And Crazy - Breitbart,Breitbart Tech,0
18021,"A ‘Water Bomb’ of a Storm Kills 21 in Macedonia’s Capital, Skopje - The New York Times",Aleksandar Dimishkovski,0
18022,2 Credit-Reporting Agencies Must Pay $23 Million for Deceptive Practices - The New York Times,Reuters,0
18023,E3 Hands-On with ’Agents of Mayhem’: ’Saints Row’ Follow-Up Feels Criminally Underwhelming - Breitbart,Nate Church,0
18024,Victoria’s Secret Under Fire for Lack of Diversity in #WhatIsSexy Campaign,Jerome Hudson,0
18025,"Orange County, California: Key Battleground for 2018 Midterm Elections - Breitbart",Adelle Nazarian,0
18028,Actions by Congress on Opioids Haven’t Included Limiting Them - The New York Times,Gardiner Harris and Emmarie Huetteman,0
18029,Bags of Cocaine Worth $56 Million Are Found at Coca-Cola Factory in France - The New York Times,Christopher Mele,0
18031,2 of a Farmer’s 3 Children Overdosed. What of the Third — and the Land? - The New York Times,Jack Healy,0
18033,How to Stay Comfortable on a Long Flight - The New York Times,Justin Sablich,0
18034,Israel Says It Will Rein In ‘Footprint’ of West Bank Settlements - The New York Times,Isabel Kershner,0
18035,Hunting ‘Turr’ in Newfoundland’s Frigid Waters - The New York Times,Craig S. Smith,0
18036,3 Who Studied Unusual States of Matter Win Nobel Prize in Physics - The New York Times,Dennis Overbye and Sewell Chan,0
18037,We Need a Miracle on 34th Street - The New York Times,Guy Trebay,0
18038,Report: TMZ Staffers Slam Harvey Levin’s ’Gross’ Ties to Trump,Jerome Hudson,0
18045,’Sessions Resigning’ Narrative Gets Another Blow with White House Vow of Confidence - Breitbart,Ian Mason,0
18046,Trump Inches Toward Naming Domestic Cabinet Members - The New York Times,"Alan Rappeport, Michael D. Shear and Carl Hulse",0
18047,Justin Moore: Impossible to ’Rationalize’ with Gun Control Crowd,AWR Hawkins,0
18053,How Behavioral Economics Can Produce Better Health Care - The New York Times,Dhruv Khullar,0
18054,Trump Administration Is Said to Be Working to Loosen Counterterrorism Rules - The New York Times,Charlie Savage and Eric Schmitt,0
18058,EXCLUSIVE - Islamic State Supporters Celebrate London Terror: Allah Will Reward You for Running over Infidels,Aaron Klein and Ali Waked,0
18061,Tebow’s 2nd Act Has South Carolina Giving Him the 1st-Class Treatment - The New York Times,David Waldstein,0
18062,Adult Baptisms Skyrocket Due To Migrant Conversions,Chris Tomlinson,0
18063,They Want Trump to Make the G.O.P. a Workers’ Party - The New York Times,Jackie Calmes,0
18065,Pelosi: ’I Would Have Been Gone By Now’ If Hillary Had Won - Breitbart,Ian Hanchett,0
18066,Brazil Suspends Sales of Tear Gas to Venezuela amid Increasing Police Violence - Breitbart,Ben Kew,0
18069,Ex-State Staffer Who Advocated Spying On Trump Boasted ’Getting Winks From Inside’ Obama Admin,Aaron Klein,0
18070,"Israel Buries 4 Soldiers, but the Mourning Is Marred by Discord - The New York Times",Isabel Kershner,0
18073,New Questions Arise Over Sumner Redstone’s Competency After He Alters Trust - The New York Times,Emily Steel,0
18074,Coahuila: How a Border State Government Covered up a Massacre,Cartel Chronicles,0
18075,Agency’s Green Card Errors Said to Be Worse Than First Thought - The New York Times,Ron Nixon,0
18076,Homeland Security Secretary: Expect ‘A Lot More’ Manchester-style Attacks - Breitbart,Penny Starr,0
18077,"The Long, Lonely Fall of a Heisman Trophy Winner - The New York Times",Bill Pennington,0
18078,President Obama Weighs His Economic Legacy - The New York Times,Andrew Ross Sorkin,0
18082,Sean Spicer Previews ’Big Flurry of Action’ from President Trump Immediately After Inauguration - Breitbart,Charlie Spiering,0
18083,Donald Trump Keeps Distance in G.O.P. Platform Fight on Gay Rights - The New York Times,Jeremy W. Peters,0
18089,Supreme Court Turns Away Challenge to Connecticut Ban on Semiautomatic Weapons - The New York Times,Adam Liptak,0
18090,"More Than 200 MS-13 Members Reside in Long Island, FBI Says",John Binder,0
18091,Among Questions for Trump on Iran: What About American Prisoners? - The New York Times,Rick Gladstone,0
18092,Jerry Brown’s New Budget Includes Millions to Defend Illegal Aliens from Deportation - Breitbart,Jon Fleischman,0
18093,Macron to Lobby for Closer EU Integration on First Day as President,Donna Rachel Edmunds,0
18095,AT&ampT Agrees to Buy Time Warner for $85.4 Billion - The New York Times,Michael J. de la Merced,0
18096,"After 8 Years of Campaigner-in-Chief Obama, NPR Accuses Trump of ’Permanent Campaign’ - Breitbart",Warner Todd Huston,0
18097,"Dem Sen Warren Badgers Treasury Secretary: ’Bizarre,’ ’Crazy,’ ’Straight Out of George Orwell’ - Breitbart",Pam Key,0
18098,"Ahmed Kathrada, Anti-Apartheid Activist in South Africa, Dies at 87 - The New York Times",Sewell Chan,0
18099,"UCSD Students: Dalai Lama Violates ’Respect, Tolerance, Equality’",Tom Ciccotta,0
18103,The Magnificent 10: Restaurants That Changed How We Eat - The New York Times,Tejal Rao,0
18105,Houston Gunman With Nazi Emblem Injures 9 Before Being Killed by Police - The New York Times,Christine Hauser and Jonah Engel Bromwich,0
18110,Liberal Tech Leaders at Risk from ’Occupy Silicon Valley’ - Breitbart,Chriss W. Street,0
18113,"Dr. Joy Browne, Long-Running Psychologist of the Airwaves, Dies at 71 - The New York Times",Sam Roberts,0
18114,Matt Schlapp: CPAC 2017 Is About ’What Do We Do Now?’,Neil W. McCabe,0
18116,Thousands Expected to Rally for Expanded School Choice in Texas,Merrill Hope,0
18121,Soros-Backed Blogger Under Fire For Anti-Semitic Tweets,Donna Rachel Edmunds,0
18124,"Gambia’s President, in Power 22 Years, Loses Election - The New York Times",Jaime Yaya Barry and Dionne Searcey,0
18125,Sessions to Strip Billions from Sanctuary Cities,Bob Price,0
18129,Seattle Approves ’Safe Injection’ Sites for Illegal Drug Users to Inject Illegal Drugs - Breitbart,Katherine Rodriguez,0
18130,"Limbaugh: Sessions-Russia Story Is About Obama, Democrats ’Attempting to Sabotage the Trump Presidency’ - Breitbart",Jeff Poor,0
18131,Zika Deal in Congress Likely to Be Delayed Until After Recess - The New York Times,David M. Herszenhorn,0
18134,Why China Is Intervening in Hong Kong’s Legislature - The New York Times,Michael Forsythe,0
18135,Arizona Sheriffs Want To Help Trump With Border Security,John Binder,0
18136,"Hillary Clinton, Donald Trump, Samsung: Your Monday Briefing - The New York Times",Sean Alfano,0
18137,"Hillary Clinton’s Email Was Probably Hacked, Experts Say - The New York Times",David E. Sanger,0
18139,"Ann Coulter: Every Time I Try to Be Mad at Trump, the Media Pull Me Back",Ann Coulter,0
18140,Race for Britain’s Prime Minister Down to Theresa May and Andrea Leadsom - The New York Times,Steven Erlanger,0
18141,Survivors of Syria Gas Attack Recount ‘a Cruel Scene’ - The New York Times,Patrick Kingsley and Anne Barnard,0
18144,France Election: Far-Left Melenchon Enjoys Late Poll Surge,Breitbart London,0
18145,"Russian Fighter Makes ‘Provocative, Erratic’ Approach Within 5 Feet of U.S. Recon Plane - Breitbart",John Hayward,0
18146,Booker in 2016: ‘I Feel Blessed and Honored’ to Work With Sessions - Breitbart,Jeff Poor,0
18147,"U.S. Captures Ryder Cup, Ending Europe’s Streak - The New York Times",Karen Crouse,0
18148,Breitbart News Daily: Pat Buchanan on Trump’s First 100 Days - Breitbart,Breitbart News,0
18149,Report: House Intel Committee to See ’Smoking Gun’ Evidence Obama Admin Spied on Trump Team - Breitbart,John Hayward,0
18152,Kerry and Albright Ask Courts to Keep Blocking Trump’s Travel Ban - The New York Times,Gerry Mullany,0
18154,"Kerry: Trump’s Reasons for Paris Accord Withdrawal ’Fake News,’ Puts ’America Last’ - Breitbart",Pam Key,0
18156,Hillary Clinton’s Edge in a Donald Trump-Centric Race Has Liberals Wary - The New York Times,Matt Flegenheimer,0
18158,Trump Hits Pro-Life Freedom Caucus for Not Supporting Obamacare Replacement Bill,Charlie Spiering,0
18163,Israel Museum Names Director - The New York Times,Robin Pogrebin,0
18165,"Trump: NYT ‘Intent Is So Evil and So Bad,’ ‘They Write Lies’",Matthew Boyle,0
18167,Where Did the Government Jobs Go? - The New York Times,Annie Lowrey,0
18171,A Wheelchair on Broadway Isn’t Exploitation. It’s Progress. - The New York Times,Neil Genzlinger,0
18172,Chasing Hiroshige’s Vision of Japan - The New York Times,Wendell Jamieson,0
18173,Netanyahu at White House: ‘There Is No Bigger Supporter of Israel Than Trump’,Breitbart Jerusalem,0
18174,"At the Hajj, Facing Islam’s Inconsistent Embrace of Women - The New York Times",Diaa Hadid,0
18177,"Trump: Presidents Obama, Clinton Were ’Outplayed’ by North Korea - Breitbart",Pam Key,0
18180,Galaxy Note 7 Is Not Samsung’s Only Problematic Product - The New York Times,Brian X. Chen and Choe Sang-Hun,0
18182,Park Geun-hye’s Life in Jail: Cheap Meals and a Mattress on the Floor - The New York Times,Choe Sang-Hun,0
18183,"No, the Internet Has Not Killed the Printed Book. Most People Still Prefer Them. - The New York Times",Daniel Victor,0
18184,Call It What It Is: Rape - The New York Times,Liz Spayd,0
18185,Trump Inauguration Security Planners Brace for Wave of Protesters - The New York Times,Nicholas Fandos,0
18188,Pope Francis Condemns ‘Genocide’ of Armenians Before Visit to Memorial - The New York Times,Elisabetta Povoledo,0
18190,"European Leaders Snub Davos, Despite Focus on Populism",Donna Rachel Edmunds,0
18191,Essential Reading: 5 Books About Dramatic Supreme Court Nomination Hearings - The New York Times,John Williams,0
18192,A Gut Makeover for the New Year - The New York Times,Roni Caryn Rabin,0
18193,Why We Can’t Look Away From Our Screens - The New York Times,Claudia Dreifus,0
18194,"Concealed Carry Up 215%, Murder Rate Down 14% - Breitbart",AWR Hawkins,0
18196,Neil Gorsuch: Conservatives Praise Trump’s Supreme Court Pick,Joel B. Pollak,0
18197,The Loneliness of Being Black in San Francisco - The New York Times,Thomas Fuller,0
18201,University of Chicago Strikes Back Against Campus Political Correctness - The New York Times,"Richard Pérez-Peña, Mitch Smith and Stephanie Saul",0
18203,"For Millennials, It’s Never Too Early to Save for Retirement - The New York Times",Zach Wichter,0
18204,"Gorka: ‘Forgotten Man’ Was Given a Voice on November 8, and the Media Can’t Stand It",John Hayward,0
18206,From an Anchor’s Lips to Trump’s Ears to Sweden’s Disbelief - The New York Times,Peter Baker and Sewell Chan,0
18207,Arson Suspected at Mosque That Orlando Nightclub Gunman Attended - The New York Times,Christine Hauser and Alan Blinder,0
18208,"Illegal Immigration Fell 67 Percent under Trump, Says Fmr. Border Chief",Logan Churchwell,0
18209,Trump Era Invites a Bolder Hollywood Red Carpet - The New York Times,Cara Buckley,0
18210,’Hamilton’ Producer Lin-Manuel Miranda ’Sobbing’ After Obama Frees Domestic Terrorist Oscar Lopez Rivera,Charlie Spiering,0
18212,"Critics See Stephen Bannon, Trump’s Pick for Strategist, as Voice of Racism - The New York Times","Michael D. Shear, Maggie Haberman and Michael S. Schmidt",0
18213,Group’s Tactic on Hillary Clinton: Sue Her Again and Again - The New York Times,Jonathan Mahler,0
18214,Creator Wins the Belmont Stakes - The New York Times,Joe Drape,0
18217,Texas College Declines Sanctuary Campus ’Right Now’,Merrill Hope,0
18221,These Foods Aren’t Genetically Modified but They Are ‘Edited’ - The New York Times,Kenneth Chang,0
18222,Jon Stewart Returns on ‘The Late Show With Stephen Colbert’ - The New York Times,Dave Itzkoff,0
18223,"Berlin, Russia, Donald Trump: Your Wednesday Evening Briefing - The New York Times",Karen Zraick and Sandra Stevenson,0
18227,Justice Department Quits Pro-Transgender Lawsuit - Breitbart,Neil Munro,0
18231,"Russian Hackers Acted to Aid Trump in Election, U.S. Says - The New York Times",David E. Sanger and Scott Shane,0
18232,California Democrat Who Cheered Turkey Coup Wants to Impeach Trump - Breitbart,Joel B. Pollak,0
18233,A Rising Black Leader Who Pulled Off His Own Fake Obituary - The New York Times,Dana Canedy and Darcy Eveleigh,0
18236,"Italy’s ‘Fertility Day’ Call to Make Babies Arouses Anger, Not Ardor - The New York Times",Gaia Pianigiani,0
18237,Gay Blog Threatens To Sue And Defame Milo After He Objects To ’White Nationalist’ Lie (Issues Correction Anyway) - Breitbart,Tom Ciccotta,0
18240,Illegal Aliens in Maryland HS Bathroom Sex Case Face Child Porn Charges,Bob Price,0
18243,"Two Russian Compounds, Caught Up in History’s Echoes - The New York Times",Mark Mazzetti and Michael S. Schmidt,0
18244,"Obama Vetoes 9/11 Bill, but Congressional Override Is Expected - The New York Times",Julie Hirschfeld Davis,0
18246,Bangladeshi Assault Kills 2 Militants but Fails to End Standoff - The New York Times,Julfikar Ali Manik and Geeta Anand,0
18247,Ford Expands Costly Door Latch Recall - The New York Times,The Associated Press,0
18250,"Actor, Trump Supporter Antonio Sabato Jr. Running For Congress in California",Daniel Nussbaum,0
18252,California Has 6 of Top 10 Worst Cities for Smog in America - Breitbart,Chriss W. Street,0
18253,Kochs and Other Madoff Investors Are Winners in Fight Over Profits Held Abroad - The New York Times,Randall Smith,0
18255,Leighton Meester: Trump’s Election Worse than Birth of Hitler,Daniel Nussbaum,0
18256,"I Planned My Wedding in 5 Days. You Could, Too. - The New York Times",Emily Hardman,0
18258,"Mike Pence Has G.O.P. Candidates’ Respect. Just to Be Safe, They Keep Him at a Distance. - The New York Times",Ashley Parker,0
18260,Smaller Bathrooms on Planes Pose Challenges for Passengers - The New York Times,Dinah Eng,0
18265,Priebus: Spending Bill a ’Colossal Failure’ for Democrats - Breitbart,Pam Key,0
18266,O’DONNELL: A Turning Point in the American Revolution -- the Battle of Guilford Courthouse and Washington’s Unknown Immortal,Patrick O'Donnell,0
18269,Donald Trump Attacks Bring Team Obama out of Retirement,Charlie Spiering,0
18270,South Carolina Defeats Mississippi State to Win Women’s Title - The New York Times,Jeré Longman,0
18273,"Carla Hall’s Southern Kitchen Likes It Hot, but Not Hellish - The New York Times",Pete Wells,0
18277,Baseball Tragedy: Two Players Die in Crashes in the Dominican Republic - The New York Times,Tyler Kepner,0
18279,Understanding Transgender Access Laws - The New York Times,The New York Times,0
18281,Dark Horses Abound at the United States Open - The New York Times,Geoff Macdonald,0
18285,MSNBC’s Ruhle: ’Fair To Say’ ’Many’ In Hollywood ’Out of Touch’ With Average Americans - Breitbart,Ian Hanchett,0
18286,Unrepentant: Only Change Clinton Would Make to 2016 Run is ‘I’d Win’ - Breitbart,Ben Kew,0
18289,"Pamela Geller: Trump Gets an A for Riyadh Speech, But He’s Wrong to Say Terrorists Aren’t Invoking Koran",John Hayward,0
18291,A Computer Security Start-Up Turns the Tables on Hackers - The New York Times,Nicole Perlroth,0
18294,"N.J. Transit Engineer Has No Memory of Fatal Train Crash, Officials Say - The New York Times",Samantha Schmidt and Alan Feuer,0
18297,How to Nurse Your Hangover (and Head One Off) - The New York Times,Christopher Mele,0
18298,‘You Can’t Code Your Way Out of Racism’ - The New York Times,Wesley Morris and Jenna Wortham,0
18299,"As More Devices Board Planes, Travelers Are Playing With Fire - The New York Times",Christine Negroni,0
18303,Hollywood Analyst Warns Studios ’Big-Budget Bombs’ Coming in 2017,Daniel Nussbaum,0
18307,The Colombian Hit Man Who Became a YouTube Star - The New York Times,Christopher Mele and Sandra E. Garcia,0
18308,Forget Too Much TV. It’s Too Big TV We Should Worry About. - The New York Times,James Poniewozik,0
18309,China’s Vaccine Scandal Threatens Public Faith in Immunizations - The New York Times,Chris Buckley,0
18310,Christians Celebrate Palm Sunday - Breitbart,Ken Klukowski,0
18311,The What-Ifs: 11 Debate Possibilities That Should Worry the Campaigns - The New York Times,Matt Flegenheimer and Jonathan Martin,0
18312,Caitlyn Jenner to Attend Trump Inauguration - Breitbart,Dylan Gwinn,0
18313,A Debate: Should the Justice Department Police the Police? - The New York Times,Shaila Dewan and Timothy Williams,0
18315,Hitler’s ’Mein Kampf’ Becomes German Bestseller: Publisher,Breitbart Jerusalem,0
18316,Three Illegal Aliens Arrested for Allegedly Kidnapping Texas Attorney,Ryan Saavedra,0
18317,Debbie Wasserman Schultz: Federal Government May Ban Passengers from Checking Guns in Baggage,AWR Hawkins,0
18321,Hillary Clinton Denounces Donald Trump as Untrustworthy on Women’s Issues - The New York Times,Alan Rappeport,0
18323,"Philippine Leader Shifts Drug War to Officials, Meeting Resistance and Approval - The New York Times",Richard C. Paddock,0
18325,"Oh, What a Voice: A Revival for a Member of the Four Seasons - The New York Times",Corey Kilgannon,0
18326,Breitbart Rises From Outlier to Potent Voice in Campaign - The New York Times,Michael M. Grynbaum and John Herrman,0
18327,"Arab Intel Official Warns Israel, Jordan, Syria Borders at Risk of Becoming an Iranian Stronghold",Aaron Klein and Ali Waked,0
18329,"Taliban Chief Targeted by Drone Strike in Pakistan, Signaling a U.S. Shift - The New York Times",Mujib Mashal,0
18330,Graham: I Have a Reason to Believe a Conversation I Had with a Foreign Leader Was Unmasked - Breitbart,Pam Key,0
18331,Donald Trump Drops Threat of New Hillary Clinton Investigation - The New York Times,Julie Hirschfeld Davis and Michael D. Shear,0
18334,Levin: Trump’s Comments on Health Care Bill Failure ’Were Actually Outstanding’ - Breitbart,Jeff Poor,0
18336,The Cubs Confront the Curse: Is This the Year? - The New York Times,Bill Pennington,0
18340,This Season’s Best Books on Hollywood - The New York Times,Tom Shone,0
18341,How Much Is Donald Trump Hurting the G.O.P.? Here’s a Way to See - The New York Times,Lynn Vavreck,0
18345,Tuscany Travel Tips From Massimo Ferragamo - The New York Times,Shivani Vora,0
18346,"Fake News: NYT, WaPo Executive Order ‘Draft’ Gets 9/11 Date Wrong - Breitbart",Edwin Mora,0
18349,Ted Cruz: Some of the Trump Damage Is ‘Self Inflicted’ - Breitbart,Pam Key,0
18350,Mar-a-Lago Doubles Its Initiation Fee as Membership Interest Swells - The New York Times,"Eric Lipton, Noah Weiland and Steve Eder",0
18356,"Donald Trump, Iran, Joe McKnight: Your Tuesday Evening Briefing - The New York Times",Karen Workman and Sandra Stevenson,0
18357,"After Bringing Cholera to Haiti, U.N. Can’t Raise Money to Fight It - The New York Times",Rick Gladstone,0
18361,"Police: Home Invasion Suspect Brings Crowbar to Gun Fight, Is Hospitalized in Stable Condition - Breitbart",AWR Hawkins,0
18362,Islamists Celebrate Erdogan’s Victory in Referendum for Expanded Powers,Ali Waked,0
18363,Holiday Movies to See (or Skip) - The New York Times,Mekado Murphy,0
18365,Sessions: The Border Is Not Open - Breitbart,Trent Baker,0
18366,"France Lets Workers Turn Off, Tune Out and Live Life - The New York Times",Alissa J. Rubin,0
18367,REPORT: Ann Coulter Cancels UC Berkeley Speech - Breitbart,Lucas Nolan,0
18369,Swedish Pensioner Prosecuted for ’Hate’ for Accusing Migrants of Arson,Virginia Hale,0
